company_name,reviewer_name,review_date,text,stars,category,image_urls,image_captions,group
JW Marriott Hotel Singapore South Beach,Neeta M.,27/8/2025,"When you enter the lobby, the nice smell of subtle perfume and fabulous air conditioning is a 'warm welcome'. 

There is a large screen with colorful patterns being displayed - there is a wooden chair that looks like it's from Game of Thrones.

The gym, pool and bar with a pool table and foosball table is super awesome!

The staff is very friendly and welcoming.

I love staying at this hotel when I am in Singapore!",5,eventservices,https://s3-media0.fl.yelpcdn.com/bphoto/4-wn202tyCGQ7B6QDoz0Iw/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/IhCMe42AANVpLdxHfDxCGw/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/NrNzpvmre_iKwgVMBJxp3w/o.jpg,Lobby; Unique chairs; Pool view,Hotels
JW Marriott Hotel Singapore South Beach,PJ C.,4/3/2025,"I know Singapore is expensive but for what we paid the room we had was very small.  We had just spent two weeks in SE Asia staying at seven other luxury hotels and this was the least impressive property.  While stylish the room was small - thus all the mirrors in an attempt to make you think it is bigger.  The bathroom water pressure was weak and the temperature for the water took a very long time to get hot. One plus was the AC was very good.

While some of the staff was friendly and helpful the woman who checked me in was cold and a bit off-putting especially when I asked for an upgraded room as a Gold member (No) and a room on a higher floor (No).  When I asked about the standard 2pm late check-out, again a perk for Gold members, she acted like it was some great act of kindness on her part to perhaps allow this.  

The pool on the 6th floor was nice but the hours limited.  The location was fine.",3,eventservices,,,Hotels
JW Marriott Hotel Singapore South Beach,Kate R.,10/10/2024,"It's classy but lot of people on NDP2024. The hotel is located across Suntec City and in close proximity with other big malls. There is a Metro station below it which makes it very convenient. The hotel lobby is small but they maximized the lounging space, it's very trendy hotel. The staffs are courteous and they listened to our needs. 

Upon checking in we are expecting to be upgraded since my husband has a status with them however since its NDP, they are fully booked. Initially we had a standard king size room but due to some unforeseen issues with that room, we were moved into a much better, higher and spacious room. We couldn't complain since I can say that they really did their best. 

They have two pool area which is located in different floor and building. Be sure to check both of them! 

Executive lounge has a variety of good food! This is Asia so expect this to be way better than the America lounges!

All in all we had a great stay, will definitely go back!",4,eventservices,https://s3-media0.fl.yelpcdn.com/bphoto/4TLsIF8gJ_yR5NPXDD_cWw/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/A4w1QLFQ7UPTCpBym-W7PA/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/nsOTyviQzQEdqiLtFLIrLQ/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/NcK95JOw1xMNANXXL2DrMA/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/AE-C3jRZmk9uCbQAuodIRA/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/xAYa6yDfq9Iq69qlakn4Mw/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/JD26i-EOsGToJ-ThHcqAog/o.jpg,Elevator hallway; Desserts at Executive Lounge; Us having good drinks; Cocktails; Pool at lower level; Lobby; Pool,Hotels
JW Marriott Hotel Singapore South Beach,Robert P.,9/2/2025,"Excellent facility, excellent staff, excellent location.

Had a wonderful three days In Singapore. The Executive Lounge was very good and had a great variety for breakfast and dinner.

We enjoyed both pools. One on the 18th floor of tower one and the other on the 6th floor of tower two.  Both pools have great views of the city, especially at night. On our last night we enjoyed a beautiful sunset with a cocktail from the 18th floor.

The MTR is located just outside.  We walked everywhere inclusive of the Gardens By The Bay.",5,eventservices,,,Hotels
JW Marriott Hotel Singapore South Beach,Annmarie N.,29/4/2025,Amazing location!  Room is incredibly spacious and comfortable. Love the executive lounge -- wow!  Amazing food and cocktail options and service is fabulous. A great way to escape after a day of work. Spa. Pool and outdoor lounging area. And many many restaurants within a few minutes walk. Highly recommend.,5,eventservices,,,Hotels
JW Marriott Hotel Singapore South Beach,Sam M.,26/4/2024,"We were here about a year ago and decided to stay here again.  It was the perfect location. It's near two malls, a train station and has views of the ocean. 

As a Marriott Titanium member, we were surprised to be upgraded from a regular room to a premier Marina Bay view suite, without using an upgrade voucher.  WOW! 

The food at the lounge was very good, especially the desserts.  They even had a dessert I ordered at Madame Fan, one of their restaurants. 

The staff were all very friendly and helpful. 

We have to stay here again on our next Singapore trip.",5,eventservices,https://s3-media0.fl.yelpcdn.com/bphoto/cIY6hRrOTlbGbUYx6OvRUw/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/RDzm9ZewPKKK0UabZXUwnw/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/9MGeHq8QeCJ5pz4KTMUhDg/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/LATURe4gmGPZZwl1S8cIdw/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/HpCMiJpjRQHY3do3639HwA/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/5jtEwlhUOFp1J-zvsz3bwA/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/_aJnTmkZ_-lEe5UtIblwMg/o.jpg,Food at lounge; Food at lounge; Room 2020. Amazing views. It's a corner room.; Food at lounge; Food at lounge; View of Raffles; Walkway to lounge,Hotels
JW Marriott Hotel Singapore South Beach,Julia B.,7/4/2025,"Very accommodating. The concierge was the most helpful I have ever experienced. 
Loved Tonic the gin lounge. You could get other drinks there as well and a nice bar menu. Quiet a relaxing space.",5,eventservices,,,Hotels
JW Marriott Hotel Singapore South Beach,Ryan S.,30/3/2024,"Wow. All JW Marriott's need to learn from this hotel. Beautiful, clean hotel and excellent service. They are better than other luxury resorts we've stayed at around the world. 
Perfect location. You can get anywhere from the Esplanade MRT station under the hotel. When getting to hotel, go to Exit F (South Beach). 
We were on the 19th floor and had an awesome view of the Marina Bay. We could see the light show at night. 
Service is super friendly. They helped us with directions and gave us tip on where to eat. 
House keeping was excellent. Rooms super clean and modern. They provided lots of water bottles, and replenish them constantly. 
When leaving, they reserved a taxi for us and it was waiting for us at 0600 right when we checked out. Taxi was $36 to airport. We would definitely stay here again when visiting Singapore.",5,eventservices,https://s3-media0.fl.yelpcdn.com/bphoto/Te7nem-o8-OgZpgVs4ETWQ/o.jpg,19th floor view,Hotels
JW Marriott Hotel Singapore South Beach,Gerald J.,2/7/2024,This JW location was amazing! The views from the pool and the rooftop or just breathtaking. The service and housekeeping everyone was great. The lounge was very clean and well maintains throughout the day. The location is great. I would highly recommend that she tries hotel when visiting Singapore and go to floor 18 amazing,5,eventservices,https://s3-media0.fl.yelpcdn.com/bphoto/A5SFUYqarLM-58VVOi72RQ/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/jKkoHzTD_VGg2bOLzUbTtQ/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/rDBrbYT0V6q7x7IMzabGMg/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/caeHh92lACGb4TIkc2yrXw/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/KBm6-rLAmMVQEYBy7nW-Tw/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/tA0nKFMOr1agGy3wa2fewA/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/kTSRKFrsz00W8s0KMPt8jA/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/IOLdtTv_VL04XOEEKgwi2g/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/vXeqpSjv7Sh_19wFsEyKjw/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/ZqYLXaZ2OkOcXhry7txxzw/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/wJEbzzwLpCjTDhRIlNvfBA/o.jpg,,Hotels
JW Marriott Hotel Singapore South Beach,Nicole D.,7/3/2024,"I had the pleasure of staying at the JW Marriott South Beach for two nights on a long layover in Singapore. It's a bit pricey for a Marriott, but in this case you are paying for the location and excellent service. 

Check in was a breeze. I was walked to my room in the East tower, as it took several elevators to get there. The room was spacious with a great view and luxurious bathroom. The room was supplied with a robe and slippers, and every travel toiletry imaginable. Toothbrush/paste, mouthwash,  cotton swabs, etc. 

Service was great, room was clean and comfortable. It's quite hot in Singapore so I was grateful for good air conditioning. 

My only complaint is that you have to be Marriott Platinum in order to receive breakfast. I would have loved to try their breakfast buffet, but I was not spending $45 to try it when there were plenty of delicious breakfast spots in the area. 

The area is very safe and walkable, I was able to walk to Chinatown, Arab St, Gardens by the Bay, and many malls and restaurants from this location.",5,eventservices,https://s3-media0.fl.yelpcdn.com/bphoto/uF9SNpXGJCFf8fe_NkhpDg/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/-OkKgb-5WjflnFjQzRYDHg/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/5dZw39Ievvo_XCt2p4w2cA/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/TQ3PIfKdme1QnWQCIlCwPg/o.jpg,Gym; Lobby; Reception desk; Pool with a view,Hotels
JW Marriott Hotel Singapore South Beach,Rob F.,6/6/2022,Best in class! Everyone was so attentive. The rooms were spectacular and the lounge was amazing. Will stay here again when I visit Singapore! Thank you everyone there who made my week special!,5,eventservices,,,Hotels
JW Marriott Hotel Singapore South Beach,Amanda F.,14/7/2017,"We ended up at the JW after our tour company failed us by booking us into the smallest hotel room at another local hotel. My husband cashed in his Marriott points and we ended up here for three nights.

Upon entering the hotel it was beautiful and full of life and class. Our room was upgraded and included a tub, shower, toilet (with fancy things on it to include a butt warmer and bidet), robes, slippers, TV, high-speed wifi, etc. 

The hotel had a full gym to include ellipticals, treadmills, free weights, weight machines, BOB for boxing and kickboxing, stair steppers, etc. Each machine had access to water, towels, and hook ups for phones. The hotel also on the same floor had a pool and a lounge area for reading and or relaxing with a view.

We had a free upgrade to the executive lounge. This allowed access to a full breakfast (fresh coffee that is grounded for my pleasure), appetizers, free alcohol, and tons of eats. One of my favorites was getting something from the chef and smoked salmon. Since Singapore is on the expensive side for booze it was a pleasant surprise to enjoy free drinks ranging from Tiger beer on draft, wines, spirits, and if you are lucky the staff will make your drinks to include the famous Singapore Sling.",5,eventservices,https://s3-media0.fl.yelpcdn.com/bphoto/DS9vEFQ_PF7olBkcEPuOzw/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/ZZFj0OLT1McMJLp6wh8vdA/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/ZeHzRAMZuiZlFsKmtjf4JA/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/UjpZMBXLys4y0CB_kgFjLA/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/jk6w6tZTaUOUEXJlNh5Q-A/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/WCjodSCt15s4aw2by9eAtw/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/Z1mDG7gQlCBaD-7SJ-3biA/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/50OALzTSGw7WF1n4P9n8Ag/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/yZzQAbq9iSDpWtv9Wi_oUg/o.jpg; https://s3-media0.fl.yelpcdn.com/bphoto/hGWrUtuDMQi7F76_ztc9aA/o.jpg,Pool with a view; Bed; Food glorious food; Lounge,Hotels
JW Marriott Hotel Singapore South Beach,Ramon A.,30/1/2024,"Do not stay here.  Small tiny rooms, 80's carpet theme and decoration.  The rooms are so small there the bed. And a 3 foot walkway around 3 sides of it and thats it.  Also no status recognition for bonvoy memebrs.  Many other great choices in this city for bonvoy, pass on this hotel",1,eventservices,,,Hotels
