"title","stars","text","publishedAtDate","likesCount","name","reviewerNumberOfReviews","isLocalGuide","responseFromOwnerDate","responseFromOwnerText","originalLanguage","publishAt","rating","reviewContext/Reservation recommended","reviewContext/Visited on","reviewContext/Wait time","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewOrigin","reviewUrl","reviewerId","reviewerPhotoUrl","reviewerUrl","textTranslated","translatedLanguage","visitedIn","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewImageUrls/18","reviewImageUrls/19","reviewImageUrls/20","reviewImageUrls/21","reviewImageUrls/22","reviewImageUrls/23","reviewImageUrls/24","reviewImageUrls/25","reviewImageUrls/26","reviewImageUrls/27","reviewImageUrls/28","reviewImageUrls/29","reviewImageUrls/30","reviewImageUrls/31","reviewImageUrls/32"
"S Lady","1","I purchased a skirt from them. Noticed there were creases arising from the stitching. Sent in for alteration twice. Results were the same. Skirt was returned with stains. No believable explanation was given to me.","2023-12-16T06:40:36.514Z","0","Samantha Soh","14","true",,,"en","a year ago",,,,,"ChZDSUhNMG9nS0VJQ0FnSURWcTl6TmVREAE","https://lh3.googleusercontent.com/geougc-cs/AB3l90AnXfY9udiIB1DWSaK4QYliN-4shRIvhVJs_yGcJY7tUJZZ7NvrIYlokK9ri96nHivloyS6l9CGlgBfFyzhT2jHnpwsZV9Z9uGGIYTgWOqM2hfEO2gq12C27U4-w8SE_DyuXZvOQA",,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURWcTl6TmVREAE!2m1!1s0x0:0x32d2f602daf466e8!3m1!1s2@1:CIHM0ogKEICAgIDVq9zNeQ%7CCgwI5Iz1qwYQqLm99QE%7C?hl=en-US","103791759354183927581","https://lh3.googleusercontent.com/a/ACg8ocLrV8SpipVwx3Fn-k1UckzoRpHF0wRS4-r8yw0fD4kOgt8kpWc=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/103791759354183927581?hl=en-US",,,,,,,,,,,,,,,,,,,,,,,,
"S Lady","5","SLADY is selling authentic and modern Korean Fashion. The two anchors Ms Serene and Ivy are very elegant and well-groomed by wearing Slady fashion. They have been very professional in their live shows and  convincing in their own brand. I highly recommended.","2023-06-02T16:33:07.377Z","0","Kingfisher","3","false",,,"en","2 years ago",,,,,"ChdDSUhNMG9nS0VJQ0FnSUR4MU9lMjN3RRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR4MU9lMjN3RRAB!2m1!1s0x0:0x32d2f602daf466e8!3m1!1s2@1:CIHM0ogKEICAgIDx1Oe23wE%7CCgwIw7PoowYQsMKQtAE%7C?hl=en-US","117572951358390339932","https://lh3.googleusercontent.com/a-/ALV-UjVDxGmnwGPfO7-OUx5oOcdIFL30RrQL9FG1ZJl3smgEGLEXSrSi=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/117572951358390339932?hl=en-US",,,,,,,,,,,,,,,,,,,,,,,,
"S Lady","5",,"2021-08-06T05:57:05.661Z","0","YAN yu","2","false",,,,"4 years ago",,,,,"ChZDSUhNMG9nS0VJQ0FnSUNhOWFPTEZREAE",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNhOWFPTEZREAE!2m1!1s0x0:0x32d2f602daf466e8!3m1!1s2@1:CIHM0ogKEICAgICa9aOLFQ%7CCgwIsZ6ziAYQ-IHTuwI%7C?hl=en-US","102680399391298987256","https://lh3.googleusercontent.com/a/ACg8ocIELbq5ZXoGIGTDQKyL5qxq1dMv16AXzvspJxH1GOl8gbMWcw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/102680399391298987256?hl=en-US",,,,,,,,,,,,,,,,,,,,,,,,
"S Lady","5",,"2021-08-06T05:54:07.966Z","0","serene sun","6","false",,,,"4 years ago",,,,,"ChdDSUhNMG9nS0VJQ0FnSUNhOWNPdjRRRRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNhOWNPdjRRRRAB!2m1!1s0x0:0x32d2f602daf466e8!3m1!1s2@1:CIHM0ogKEICAgICa9cOv4QE%7CCgwI_5yziAYQ2OzmzAM%7C?hl=en-US","116633052190207037782","https://lh3.googleusercontent.com/a/ACg8ocL1LbiX8uGwRYhdyuj9tT8OT8S-hGj7G12WslvBDxTFvl38pg=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/116633052190207037782?hl=en-US",,,,,,,,,,,,,,,,,,,,,,,,
"S Lady","5","Great place with lovely choice and amazing service.","2020-03-14T00:56:16.406Z","0","Lucie Vuillaume","15","true","2022-04-23T14:52:41.000Z","Hi Lucie, thanks for the review! We're glad that you had a good experience shopping with us. DM us on IG and we will be happy to gift you with an exclusive $30 cash voucher to spend at our One Raffles Place outlet! :)","en","5 years ago",,,,,"ChZDSUhNMG9nS0VJQ0FnSUNjc2VfZ2ZBEAE",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNjc2VfZ2ZBEAE!2m1!1s0x0:0x32d2f602daf466e8!3m1!1s2@1:CIHM0ogKEICAgICcse_gfA%7CCgwIsNew8wUQsJL2wQE%7C?hl=en-US","116797970542910271224","https://lh3.googleusercontent.com/a/ACg8ocLBo7vQ8OW8dTuS6hgDfcvh-ggxTceuYo_zFnCVT_pWGpnxq6w=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/116797970542910271224?hl=en-US",,,,,,,,,,,,,,,,,,,,,,,,
"S Lady","5",,"2020-02-21T18:18:53.436Z","0","S LADY","1","false",,,,"5 years ago",,,,,"ChdDSUhNMG9nS0VJQ0FnSURzOE92SjJ3RRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURzOE92SjJ3RRAB!2m1!1s0x0:0x32d2f602daf466e8!3m1!1s2@1:CIHM0ogKEICAgIDs8OvJ2wE%7CCgwIjb7A8gUQ-Pue0AE%7C?hl=en-US","105446209333642420872","https://lh3.googleusercontent.com/a/ACg8ocImWs9Otg8K7Cmryl4LQnYks1I7lYUbvtgRwoByMiSOzW0fxA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/105446209333642420872?hl=en-US",,,,,,,,,,,,,,,,,,,,,,,,
"Decathlon - Northshore Plaza","5","The explanation of the gym equipment is so clear and knowledgeable. It really makes me confident and keen to purchase without the need to compare with others. Thanks to Gavin!","2025-08-27T09:10:00.211Z","0","Phassikar Phannitiphum","0","false",,,"en","22 hours ago",,,,,"Ci9DQUlRQUNvZENodHljRjlvT205WVNIRm9UVkZzVjA4M1lVbFdja0k1UW1wS2RFRRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT205WVNIRm9UVkZzVjA4M1lVbFdja0k1UW1wS2RFRRAB!2m1!1s0x0:0xe15bdaded3dcdd9f!3m1!1s2@1:CAIQACodChtycF9oOm9YSHFoTVFsV083YUlWckI5QmpKdEE%7C0cfghcB_sn1%7C?hl=en","103345776738129535839","https://lh3.googleusercontent.com/a-/ALV-UjVKUC3wpudX7pPw29Ufgg5saNJtwxrafpCSIAaaEcO8C0gmmtI=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/103345776738129535839?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Decathlon - Northshore Plaza","5","great help from Haliim. very friendly & helpful in helping me finding the stuffs that i want. Very well recommended.","2025-08-27T08:27:58.194Z","0","DarwiisOliveira","0","false",,,"en","23 hours ago",,,,,"Ci9DQUlRQUNvZENodHljRjlvT25wUGNUWlJUVVZJZDNkdVJ5MWZiR3hxY2xJemJHYxAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25wUGNUWlJUVVZJZDNkdVJ5MWZiR3hxY2xJemJHYxAB!2m1!1s0x0:0xe15bdaded3dcdd9f!3m1!1s2@1:CAIQACodChtycF9oOnpPcTZRTUVId3duRy1fbGxqclIzbGc%7C0cfg5DAbQAE%7C?hl=en","106434108935133122973","https://lh3.googleusercontent.com/a/ACg8ocLYvEmPIi0iFozeqmnQf7LvmfhAR0K_zWS4VkTx7nBQZ-2qvg=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/106434108935133122973?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Decathlon - Northshore Plaza","5","Thanks Gareth for the awesome help!","2025-08-24T12:58:36.584Z","0","wee sueann","22","true",,,"en","3 days ago",,,,,"Ci9DQUlRQUNvZENodHljRjlvT2tKYU5ubEJjVkZ5VFdWaWJ6VlRWbnA1UldoTlFsRRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tKYU5ubEJjVkZ5VFdWaWJ6VlRWbnA1UldoTlFsRRAB!2m1!1s0x0:0xe15bdaded3dcdd9f!3m1!1s2@1:CAIQACodChtycF9oOkJaNnlBcVFyTWVibzVTVnp5RWhNQlE%7C0ceklwXqcxe%7C?hl=en","106209193187554221093","https://lh3.googleusercontent.com/a/ACg8ocI1aBFPZxVNCUp1BJni1gdmGEmIrWOxfFSbvLILrRPJR66P4Q=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/106209193187554221093?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Decathlon - Northshore Plaza","5","Miss Luna from punggol Northshore plaza 1 she very friendly very helpful she some more help us in our app still got problems very good worker and friendly keep it up Luna","2025-08-24T12:28:08.181Z","0","Fiazal Ahmad","5","false",,,"en","3 days ago",,,,,"Ci9DQUlRQUNvZENodHljRjlvT2tONWRXdEdTM3AyVFc1NFUxVk5SVFZrYmpRMmVFRRAB","https://lh3.googleusercontent.com/geougc-cs/AB3l90CZQq-1X1pZcRKLGoi8o4GeFlUAbsHxQyjJn4N1kPng9Hkj_A_KDMa-fhrdWcRcpAbfuxiFyeROPj4GVz-NXjdgwgIsP7vPKKZ4lqpNMEV6PzONSiHwRZdFcWcdH0TQ3ofA4ubJ7guv4_g",,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tONWRXdEdTM3AyVFc1NFUxVk5SVFZrYmpRMmVFRRAB!2m1!1s0x0:0xe15bdaded3dcdd9f!3m1!1s2@1:CAIQACodChtycF9oOkN5dWtGS3p2TW54U1VNRTVkbjQ2eEE%7C0cekKN9nKdh%7C?hl=en","102975306731444411839","https://lh3.googleusercontent.com/a-/ALV-UjXdhbyq4fKJ1MT9Fy1FtT_JG3-WaR07UH9bWODLXL2wmsiGSmeE=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/102975306731444411839?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Decathlon - Northshore Plaza","5","this Decathlon outlet was fairly big, so of course i had to ask for help navigating around. but fortunately for me i managed to receive help swiftly. im sure all workers are efficient and welcoming but one particular stood out. i needed help finding a specific sock, and the employee was knowledgable and keen to help. actually she was the one who approached me, since i kept looking around and walking in circles. she did not hesitate to step up and help even when she was busy. to make it worse on my case, after finding the sock out of my clumsiness i dropped the socks from the pegs, but the employee did not frown or complain, quickly helping me reorganise the rack. even after i apologised profusely she still had a smile. i was touched, and i asked for her name. so this is a thank you for Syai who graciously and patiently helped me.","2025-08-24T11:25:41.786Z","0","Ariiq Menarik","2","false",,,"en","3 days ago",,,,,"Ci9DQUlRQUNvZENodHljRjlvT2s5bVIwcENaR2hZU21WQ01HZFFPVFpCT1hGTVoxRRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s5bVIwcENaR2hZU21WQ01HZFFPVFpCT1hGTVoxRRAB!2m1!1s0x0:0xe15bdaded3dcdd9f!3m1!1s2@1:CAIQACodChtycF9oOk9mR0pCZGhYSmVCMGdQOTZBOXFMZ1E%7C0cejPpis8O9%7C?hl=en","115231263238204595118","https://lh3.googleusercontent.com/a/ACg8ocL99YPSEkwhWWVQ93foR7G0ltbw_rc5NPx3o1CPtThDcTEjSqI=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/115231263238204595118?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Decathlon - Northshore Plaza","5","Great","2025-08-24T11:04:21.734Z","0","faaria nikhat","8","false",,,"en","3 days ago",,,,,"Ci9DQUlRQUNvZENodHljRjlvT2prNUxYSXRXVXQ0TVdoSVRYTXljVWR5VFdkSVVVRRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2prNUxYSXRXVXQ0TVdoSVRYTXljVWR5VFdkSVVVRRAB!2m1!1s0x0:0xe15bdaded3dcdd9f!3m1!1s2@1:CAIQACodChtycF9oOjk5LXItWUt4MWhITXMycUdyTWdIUUE%7C0cej5pfk8XU%7C?hl=en","108711589523537130800","https://lh3.googleusercontent.com/a-/ALV-UjWQ4E8_WulZGneNrxOCqXSw4E_tro1LmzdeU41JgaYpViCA0wdQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/108711589523537130800?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Decathlon - Northshore Plaza","5","Great place for sporting accessories","2025-08-24T11:00:11.608Z","0","vishnu vijay","7","false",,,"en","3 days ago",,,,,"Ci9DQUlRQUNvZENodHljRjlvT2pGemNqRjBiRGxHUTFoaGNsTjBiRUptVDA5VFFXYxAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pGemNqRjBiRGxHUTFoaGNsTjBiRUptVDA5VFFXYxAB!2m1!1s0x0:0xe15bdaded3dcdd9f!3m1!1s2@1:CAIQACodChtycF9oOjFzcjF0bDlGQ1hhclN0bEJmT09TQWc%7C0cej1vZGUTV%7C?hl=en","102860584743842230293","https://lh3.googleusercontent.com/a-/ALV-UjVV6xUuhXrP93h8wD-Et3cM5Eq0ydG9Oto-jelbTxUqbTqF3A39=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/102860584743842230293?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Decathlon - Northshore Plaza","5","friendly staff","2025-08-24T10:45:43.809Z","0","Rosyanty","1","false",,,"en","3 days ago",,,,,"Ci9DQUlRQUNvZENodHljRjlvT2xSVlgwTTFXRFpwVkhOUlFuUkhVM0ZhYzBsYVZHYxAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xSVlgwTTFXRFpwVkhOUlFuUkhVM0ZhYzBsYVZHYxAB!2m1!1s0x0:0xe15bdaded3dcdd9f!3m1!1s2@1:CAIQACodChtycF9oOlRVX0M1WDZpVHNRQnRHU3Fac0laVGc%7C0ceipMkFLkD%7C?hl=en","117021209409440463061","https://lh3.googleusercontent.com/a-/ALV-UjUenLmscthpmskU-VW2RM_SiSVtYIgu2eH9_l81tEAdrRtY_aYubA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/117021209409440463061?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Decathlon - Northshore Plaza","5","Good place to shop","2025-08-24T10:28:44.940Z","0","Fiona Chuang","6","false",,,"en","3 days ago",,,,,"Ci9DQUlRQUNvZENodHljRjlvT2xreWNtSTFORUZoYjNKT05sb3lSa2gyT0ZaRlprRRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xreWNtSTFORUZoYjNKT05sb3lSa2gyT0ZaRlprRRAB!2m1!1s0x0:0xe15bdaded3dcdd9f!3m1!1s2@1:CAIQACodChtycF9oOlkycmI1NEFhb3JONloyRkh2OFZFZkE%7C0cei_Rs4JPO%7C?hl=en","115256252727575754511","https://lh3.googleusercontent.com/a/ACg8ocJx3W5U9Kd0MdGSei44fk4DjaEl5VYqvyAgvi4L2XqU4wg5ug=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/115256252727575754511?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Decathlon - Northshore Plaza","4","Good products with reasonable price","2025-08-24T10:21:23.619Z","0","Kyle Heng","3","false",,,"en","3 days ago",,,,,"Ci9DQUlRQUNvZENodHljRjlvT2tkdlMyVmpObkZsZDI1MlozbFpZVnB6ZGtsMVRtYxAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tkdlMyVmpObkZsZDI1MlozbFpZVnB6ZGtsMVRtYxAB!2m1!1s0x0:0xe15bdaded3dcdd9f!3m1!1s2@1:CAIQACodChtycF9oOkdvS2VjNnFld252Z3lZYVpzdkl1Tmc%7C0ceiTYZvHR_%7C?hl=en","118292846935070690394","https://lh3.googleusercontent.com/a/ACg8ocLbeKquRNAyc8srddM1dapW7ygcCyOt2Mdci6wMKMfrNYPsHQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/118292846935070690394?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Decathlon - Northshore Plaza","5","I was contemplating on which hiking pants to purchase and was assisted by Syai..

She is not only friendly but also has very good knowledge abt the products to recommend ..","2025-08-24T10:20:00.088Z","0","Ct Shortcake","1","false",,,"en","3 days ago",,,,,"Ci9DQUlRQUNvZENodHljRjlvT2tWUk1HaGxTVGxpZVV0c1ZWZDVMVXQ1VG1KRk1FRRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tWUk1HaGxTVGxpZVV0c1ZWZDVMVXQ1VG1KRk1FRRAB!2m1!1s0x0:0xe15bdaded3dcdd9f!3m1!1s2@1:CAIQACodChtycF9oOkVRMGhlSTlieUtsVVd5LUt5TmJFMEE%7C0ceiSF4FkXC%7C?hl=en","104095585050340417086","https://lh3.googleusercontent.com/a/ACg8ocInz_SKxtCJoN4WNSPsnU0r9k4aqPiRuBEJH4tghm9fYmJSdA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/104095585050340417086?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Decathlon - Northshore Plaza","5","Good activite！","2025-08-24T10:14:58.318Z","0","Paul Yuan","2","false",,,"en","3 days ago",,,,,"Ci9DQUlRQUNvZENodHljRjlvT2s0eVZqRnNabU0xYWt0YU4yMWFMV3RsVmxSVVltYxAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s0eVZqRnNabU0xYWt0YU4yMWFMV3RsVmxSVVltYxAB!2m1!1s0x0:0xe15bdaded3dcdd9f!3m1!1s2@1:CAIQACodChtycF9oOk4yVjFsZmM1aktaN21aLWtlVlRUYmc%7C0ceiNXHyzFr%7C?hl=en","115885749795908869863","https://lh3.googleusercontent.com/a-/ALV-UjVqrY9fQnjAIKSBAYPfGj3U9EFJzVITrQJvTDwnOH6HDyJ99IAk=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/115885749795908869863?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Decathlon - Northshore Plaza","5",,"2025-08-24T10:08:55.179Z","0","Haojin Chen","4","false",,,,"3 days ago",,,,,"Ci9DQUlRQUNvZENodHljRjlvT2s5WGR6VkVZbWczVEVKRFRtTlFSbUZJZVV4cFVtYxAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s5WGR6VkVZbWczVEVKRFRtTlFSbUZJZVV4cFVtYxAB!2m1!1s0x0:0xe15bdaded3dcdd9f!3m1!1s2@1:CAIQACodChtycF9oOk9XdzVEYmg3TEJDTmNQRmFIeUxpUmc%7C0ceiHr9euPl%7C?hl=en","103210883407180714911","https://lh3.googleusercontent.com/a-/ALV-UjUmuB7qj94lhIhadPd3RHpjIEzkJxNGcYvop9tcjoJNlaYtRhmq=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/103210883407180714911?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Decathlon - Northshore Plaza","5","I recently collected my Riverside 500 bicycle at Decathlon and had a really great experience with the staff. Special thanks to Luna, who was super friendly and helpful, and Amirul, who did an excellent job installing and setting up the bike for me. Amirul was very patient and made sure everything was fixed properly, and Luna made the whole process smooth and easy.

Really appreciate the professionalism and customer service from the team — they went above and beyond to make sure I left with a ready-to-ride bike. Highly recommend!","2025-08-24T09:54:41.919Z","0","Shaf","5","false",,,"en","3 days ago",,,,,"Ci9DQUlRQUNvZENodHljRjlvT2pWR2NsUjZORlJYTkc1clRFRTRkM0prVFd0WU1YYxAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pWR2NsUjZORlJYTkc1clRFRTRkM0prVFd0WU1YYxAB!2m1!1s0x0:0xe15bdaded3dcdd9f!3m1!1s2@1:CAIQACodChtycF9oOjVGclR6NFRXNG5rTEE4d3JkTWtYMXc%7C0cei4WqobUR%7C?hl=en","112067309304470256477","https://lh3.googleusercontent.com/a-/ALV-UjWlTbUiRErjEBu29YcTUny8pdaN4uuKZJcCHOCX4YBL6EGFvmMz=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/112067309304470256477?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Decathlon - Northshore Plaza","5",,"2025-08-24T09:54:05.237Z","0","Daren Hoon","1","false",,,,"3 days ago",,,,,"Ci9DQUlRQUNvZENodHljRjlvT2xsT1dXWmxNRlZXY2tGeWNITjBaMlUyV0hoS2ExRRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xsT1dXWmxNRlZXY2tGeWNITjBaMlUyV0hoS2ExRRAB!2m1!1s0x0:0xe15bdaded3dcdd9f!3m1!1s2@1:CAIQACodChtycF9oOllOWWZlMFVWckFycHN0Z2U2WHhKa1E%7C0cei3xDALc7%7C?hl=en","111885476282457770315","https://lh3.googleusercontent.com/a-/ALV-UjX6REw1Vv6SegTf6TmqafZCkWJnXc4W9aojx_GBIs2N2rLiUOWJ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/111885476282457770315?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Decathlon - Northshore Plaza","5","great store with great service","2025-08-24T09:47:17.271Z","0","wylie pang","5","false",,,"en","3 days ago",,,,,"Ci9DQUlRQUNvZENodHljRjlvT2pkaWRYSk5NbUV6UkY4dGEyazBVRlJ0TjJWbFNGRRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pkaWRYSk5NbUV6UkY4dGEyazBVRlJ0TjJWbFNGRRAB!2m1!1s0x0:0xe15bdaded3dcdd9f!3m1!1s2@1:CAIQACodChtycF9oOjdidXJNMmEzRF8ta2k0UFRtN2VlSFE%7C0cehy_FAmp-%7C?hl=en","109805464889621726451","https://lh3.googleusercontent.com/a-/ALV-UjX2WlCU8D1nw7HuUgbTn0BWAjK2Z1C9yfNDp1zQwFhyBsef6yPs=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/109805464889621726451?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Decathlon - Northshore Plaza","5","Ms Luna took great pains to address every one of our queries. She made our shopping experience pleasant and enable us to make informed decisions. Another praise has to go Mr Karthig, who managed the booth of the reflex game. He made the game  both exhilarating and memorable.","2025-08-24T09:33:41.703Z","0","Faisal Maricar","9","false",,,"en","3 days ago",,,,,"Ci9DQUlRQUNvZENodHljRjlvT21WeGJUbFBkekV0V1ZsZllXc3dXbTVhWm1Oak1GRRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21WeGJUbFBkekV0V1ZsZllXc3dXbTVhWm1Oak1GRRAB!2m1!1s0x0:0xe15bdaded3dcdd9f!3m1!1s2@1:CAIQACodChtycF9oOmVxbTlPdzEtWVlfYWswWm5aZmNjMFE%7C0cehlpdwRmA%7C?hl=en","104526043354675478051","https://lh3.googleusercontent.com/a-/ALV-UjXssn_1Dqmi7J6ceh5q9qebQGAR4WHXeXfUso_Hq7ffL3hOEm5q=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/104526043354675478051?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Decathlon - Northshore Plaza","5","Very nice place to go and shop ! Recommend","2025-08-24T09:14:16.535Z","0","Aung Lin","7","false",,,"en","3 days ago",,,,,"Ci9DQUlRQUNvZENodHljRjlvT2s5RWRtMVdlRTlUV0hWTFdrczJTRUV4UzJoclpGRRAB","https://lh3.googleusercontent.com/geougc-cs/AB3l90AMxQtqEbOaOoKXY3uZwOmNKfypFHDuozbZOvXhREG0ZRjT40upL8gmL3oRqHG0-VZI1vCCDhBKYfY5qXKx1QqZIGf7REulXIVA6KCPeVott1U-sgo_qvfA2FGQvJt2S6eGEBlJmq-RI764",,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s5RWRtMVdlRTlUV0hWTFdrczJTRUV4UzJoclpGRRAB!2m1!1s0x0:0xe15bdaded3dcdd9f!3m1!1s2@1:CAIQACodChtycF9oOk9Edm1WeE9TWHVLWks2SEExS2hrZFE%7C0cehUcUts-1%7C?hl=en","118081591090678656276","https://lh3.googleusercontent.com/a-/ALV-UjV2ql_VPto2JX4kmioLbNncav5xITXZUNBOv1UotkLe2VEEqapa0g=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/118081591090678656276?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
