"title","stars","text","publishedAtDate","likesCount","name","reviewerNumberOfReviews","isLocalGuide","responseFromOwnerDate","responseFromOwnerText","originalLanguage","publishAt","rating","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewOrigin","reviewUrl","reviewerId","reviewerPhotoUrl","reviewerUrl","textTranslated","translatedLanguage","visitedIn","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewContext/Positive","reviewContext/Services","reviewContext/Negative","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewImageUrls/18","reviewImageUrls/19"
"Kinderland Preschool @ Loyang Point","5","Highly recommend Kinderland to parents looking for infant care services for their little one @ Pasir Ris.
The teachers are all so patient and attentive to all the kids which can be seen during drop-off and pick ups!

Located at the mall, the school is air conditioned and secured. The team takes great pride in ensuring the kids are well taken care of and learning in a clean and safe environment.

Working parents can also conveniently grab a light breakfast or coffee to go after dropping off their kids which can be done in less than 15 mins (grace period for free parking 😉).

My experience so far have been worry-free and a breeze and I hope all parents get to share this with me.","2024-07-12T15:19:55.926Z","0","Melrize Ng","8","false","2024-07-16T07:54:23.000Z","Dear Melrize, thank you for taking the time to leave a review for Kinderland! We appreciate your review and will definitely continue to provide excellent and quality educational programmes and services for our children and their families! Have a great day ahead! ","en","a year ago",,"ChdDSUhNMG9nS0VJQ0FnSUNyXzdUTjdRRRAB",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNyXzdUTjdRRRAB!2m1!1s0x0:0xad1b8d9aae9c9162!3m1!1s2@1:CIHM0ogKEICAgICr_7TN7QE%7CCgwIm5PFtAYQoK-CugM%7C?hl=en","107713055309338382116","https://lh3.googleusercontent.com/a-/ALV-UjUMNKNe-qgcAirSj_7z_lHrGi73x5h-wYfVG8n85Tp6z0aKZHTm=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/107713055309338382116?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Kinderland Preschool @ Loyang Point","5","I think we got really lucky finding Kinderland Loyang for our daughter. The teachers are very dedicated and caring. You can genuinely feel their care for the students and as a working mother it really gives you a peace of mind that your child is in good hands. 10/10 will recommend those who are looking for a school for your child!","2024-07-12T14:00:28.838Z","0","Anny","11","false","2024-07-15T05:40:00.000Z","Dear Anny, thank you for taking the time to leave a review for Kinderland! We appreciate your review and will definitely continue to provide excellent and quality educational programmes and services for our children and their families! Have a great day ahead! ","en","a year ago",,"ChZDSUhNMG9nS0VJQ0FnSUNydjRIU2J3EAE",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNydjRIU2J3EAE!2m1!1s0x0:0xad1b8d9aae9c9162!3m1!1s2@1:CIHM0ogKEICAgICrv4HSbw%7CCgwI_O3EtAYQoMr6jwM%7C?hl=en","113560713124320200841","https://lh3.googleusercontent.com/a-/ALV-UjXF_dfT5b7Y-NxR5iqVNABTNkSjVBKJrbQCAP_etMCrqoEfUCagWw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/113560713124320200841?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Kinderland Preschool @ Loyang Point","5","Kinderland @ Loyang Point is my first choice after checking out a few preschool nearby when I moved in to Pasir Ris 5 years ago. The location is great and school hygiene is excellent. Teachers are very caring n responsive. They always keep us updated on any situation happening in school. Principal is also very responsive even after school hours. My child enjoyed school and loves her teachers. Overall is a great preschool that I recommend to parents considering Kinderland @ Loyang point.","2024-07-12T12:29:52.958Z","0","Fylvia Liang","2","false","2024-07-15T05:39:08.000Z","Dear Fylvia, thank you for taking the time to leave a review for Kinderland! We appreciate your review and will definitely continue to provide excellent and quality educational programmes and services for our children and their families! Have a great day ahead! ","en","a year ago",,"ChdDSUhNMG9nS0VJQ0FnSUNyMzZHaV9RRRAB",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNyMzZHaV9RRRAB!2m1!1s0x0:0xad1b8d9aae9c9162!3m1!1s2@1:CIHM0ogKEICAgICr36Gi_QE%7CCgwIwMPEtAYQkKSSyQM%7C?hl=en","101207769543240711027","https://lh3.googleusercontent.com/a/ACg8ocIHvRc-fK3pBlw4Jx-JQxl0ykzv0lgEYgy2JnSekx_qZx7j-w=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/101207769543240711027?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Kinderland Preschool @ Loyang Point","5","My child has been attending Kinderland Preschool @ Loyang Point for 2 years, and I couldn't be more pleased with our experience. The teachers are exceptionally qualified, caring and dedicated. Communication with the staff is excellent, with weekly updates on my child's progress and activities. What stands out is how the preschool nurtures not just academic growth but also social and emotional development. My child has made wonderful friends and is learning important social skills. I highly recommend Kinderland Preschool @ Loyang Point to any parent looking for a nurturing and high-quality early education environment. Thank you to the entire team at Kinderland at Loyang for creating such a fantastic experience for our family!","2024-07-12T08:01:00.363Z","0","Xing Qi Teo","10","true","2024-07-15T05:39:36.000Z","Dear Xing Qi, thank you for taking the time to leave a review for Kinderland! We appreciate your review and will definitely continue to provide excellent and quality educational programmes and services for our children and their families! Have a great day ahead! ","en","a year ago",,"ChZDSUhNMG9nS0VJQ0FnSUNyei11S1NnEAE",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNyei11S1NnEAE!2m1!1s0x0:0xad1b8d9aae9c9162!3m1!1s2@1:CIHM0ogKEICAgICrz-uKSg%7CCgwIvMXDtAYQoIydrQE%7C?hl=en","114132826448265231473","https://lh3.googleusercontent.com/a/ACg8ocJ7V8S2wQ-M13jygwg6JYL9m566c2ItYx9Ywyv8V2H4Wa83_g=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/114132826448265231473?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Kinderland Preschool @ Loyang Point","5","Very nice and pleasant place for the kids to study, teachers and principal very friendly too.","2024-07-11T10:02:32.209Z","0","alistair Teoh","2","false","2024-07-12T08:20:26.000Z","Dear Alistair, thank you for taking the time to leave a review for Kinderland! We appreciate your review and will definitely continue to provide excellent and quality educational programmes and services for our children and their families! Have a great day ahead! ","en","a year ago",,"ChZDSUhNMG9nS0VJQ0FnSUNybTVTR0pnEAE",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNybTVTR0pnEAE!2m1!1s0x0:0xad1b8d9aae9c9162!3m1!1s2@1:CIHM0ogKEICAgICrm5SGJg%7CCgsIuNu-tAYQyLLfYw%7C?hl=en","101064155182094675655","https://lh3.googleusercontent.com/a-/ALV-UjVqCZlVDNzYU5sjCpFDfg9sR7FjydCz-9f_r82yZu9QvDhOLWY=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/101064155182094675655?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Kinderland Preschool @ Loyang Point","5","As a working parent, finding the right preschool for your child is crucial as the children would spend most of their time when we are working. We couldn't be happier with our decision to enroll our child at Kinderland at Loyang Point. All my 3 kids grow up in Kinderland at Loyang Point.

The teachers and staff in Kinderland at Loyang Point are genuinely caring about each child well being.

Their curriculum is thoughtfully designed to stimulate young minds. They incorporate music into learning to make learning fun and educational.

The facilities are well-maintained and clean, which create a confident knowing that our child is in a secure environment.

Communication with the preschool is excellent. The teachers keep us informed about our child's progress and any developments in the classroom. They also encourage parental involvement through events, workshops, and open communication channels.

In conclusion, they have exceeded our expectations in every way. It's clear that they prioritize the well-being and development of each child in their care and we are very happy that our kids have grown up well in their care.","2024-07-09T01:43:20.553Z","0","annie ng","3","false","2024-07-09T02:17:33.000Z","Dear Annie, thank you for taking the time to leave a review for Kinderland! We appreciate your review and will definitely continue to provide excellent and quality educational programmes and services for our children and their families! Have a great day ahead! ","en","a year ago",,"ChZDSUhNMG9nS0VJQ0FnSUNybWVfSmVREAE",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNybWVfSmVREAE!2m1!1s0x0:0xad1b8d9aae9c9162!3m1!1s2@1:CIHM0ogKEICAgICrme_JeQ%7CCgwIuKuytAYQ-PvzhwI%7C?hl=en","102453888534383566057","https://lh3.googleusercontent.com/a/ACg8ocIjGhVVXSghWFt4TPgg0gRs_pidM45HE5qTu7FnKF_liVXvdPU=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/102453888534383566057?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Kinderland Preschool @ Loyang Point","5","In my opinion, the best childcare!!
I have 3 toddlers and they grew up from infant in this childcare, the teachers are very dedicated, very observant and very responsible.

I have heard of horror stories from my other mummy friends whose children are in other childcare and I thank God I didnt experience any at all, given 3 children in this childcare.

Kinderland @ loyang also have tip top cleanliness. I always see the cleaner cleaning when I send my kids to school which is very important.
I have a mummy friend from another childcare whose son hospitalized because of pneumonia, she said it is common, I was surprised to hear because my children seldom have flu attending the school here.

I know of my son's classmates who left this school because they shifted house and told me how they miss this school because the new school teachers lack the dedication to communicate with the parents and cant handle the kids, always calling them to pick the kids up for small issues, disrupting their work.

This childcare has very good dedicated teachers, good communication between parents and cleanliness. My children fall sick minimally, accidents almost never happen, its very important, so I can focus on my job.
And with their substantial curriculum, my children maximize their intellectual potential. There is a difference when we meet other children which I didn't teach at home and they appear to be more confident.","2024-07-03T04:49:00.176Z","0","sarah tay","16","true","2024-07-05T01:33:48.000Z","Dear Sarah, thank you for taking the time to leave a review for Kinderland! We appreciate your review and will definitely continue to provide excellent and quality educational programmes and services for our children and their families! Have a great day ahead! ","en","a year ago",,"ChZDSUhNMG9nS0VJQ0FnSUNyNE9DeERREAE",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNyNE9DeERREAE!2m1!1s0x0:0xad1b8d9aae9c9162!3m1!1s2@1:CIHM0ogKEICAgICr4OCxDQ%7CCgsIvLCTtAYQqM_7Uw%7C?hl=en","109919581377596063144","https://lh3.googleusercontent.com/a/ACg8ocJfcFF5PWAtzEqvnjop68PHOmCWLz8QWGdI17R13w2GJIW5JM4=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/109919581377596063144?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Kinderland Preschool @ Loyang Point","5",,"2024-07-02T10:49:08.302Z","0","Ee Ching Tan","1","false","2024-07-05T01:33:06.000Z","Dear Ee Ching, thank you for taking the time to leave a review for Kinderland! We appreciate your review and will definitely continue to provide excellent and quality educational programmes and services for our children and their families! Have a great day ahead! ",,"a year ago",,"ChdDSUhNMG9nS0VJQ0FnSURMejhMQXZ3RRAB",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURMejhMQXZ3RRAB!2m1!1s0x0:0xad1b8d9aae9c9162!3m1!1s2@1:CIHM0ogKEICAgIDLz8LAvwE%7CCgwIpLaPtAYQwMWYkAE%7C?hl=en","111011062244175583305","https://lh3.googleusercontent.com/a-/ALV-UjWViAgyxeBrhmQ-Z8Jx32wV3OJPzEYfLBTkEleKZLRtXjwXQG8=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/111011062244175583305?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Kinderland Preschool @ Loyang Point","5","School Management and Teachers are very caring and attentive to the children. Always keeping us parents updated on the situation in school, and learning progress. Great activities held in school to enhance children learning journey. The environment is clean and safe for the children. I have no worries about sending my children to school. Location is also convenient as well.","2024-07-02T10:25:30.396Z","0","kikiwi wong","3","false","2024-07-05T01:32:52.000Z","Dear Parent, thank you for taking the time to leave a review for Kinderland! We appreciate your review and will definitely continue to provide excellent and quality educational programmes and services for our children and their families! Have a great day ahead! ","en","a year ago",,"ChdDSUhNMG9nS0VJQ0FnSURMejVDMHVRRRAB",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURMejVDMHVRRRAB!2m1!1s0x0:0xad1b8d9aae9c9162!3m1!1s2@1:CIHM0ogKEICAgIDLz5C0uQE%7CCgwImquPtAYQiOalvQE%7C?hl=en","108593624336773841269","https://lh3.googleusercontent.com/a/ACg8ocJbZaf5WU3R3TykKtMNZOQvtI2AsqNrAbLVlyx-5nD7-CuDjA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/108593624336773841269?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Kinderland Preschool @ Loyang Point","5",,"2023-11-11T01:01:48.942Z","0","Francis Teoh","0","false",,,,"Edited a year ago",,"ChZDSUhNMG9nS0VJQ0FnSURnM3NtM2ZREAE",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURnM3NtM2ZREAE!2m1!1s0x0:0xad1b8d9aae9c9162!3m1!1s2@1:CIHM0ogKEICAgIDg3sm3fQ%7CCgwI_KS7qgYQ4MuiwQM%7C?hl=en","107320329903662961874","https://lh3.googleusercontent.com/a-/ALV-UjXjMUr-GN8US3-q8wPlQjwxRKQFH8FRCK-5r5JdF-xXiB2fuAQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/107320329903662961874?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Kinderland Preschool @ Loyang Point","5","Not so good because Singapore Post's
mailbox had been removed.
Very inconvenience for the Pasir Ris residents.
Previously, there was one and only but was removed when renovation started.","2022-02-22T14:38:34.777Z","0","R & R","65","true",,,"en","Edited 3 years ago",,"ChdDSUhNMG9nS0VJQ0FnSURReEtxUjdRRRAB",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURReEtxUjdRRRAB!2m1!1s0x0:0xad1b8d9aae9c9162!3m1!1s2@1:CIHM0ogKEICAgIDQxKqR7QE%7CCgwI6urTkAYQuP7A8gI%7C?hl=en","102370912149839376306","https://lh3.googleusercontent.com/a-/ALV-UjWcg817gM9o3HoQcF8IYpII5vbSdezcV6xMxX3Y8Itg-ADdaAsMMQ=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/102370912149839376306?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Kinderland Preschool @ Loyang Point","5",,"2020-09-25T08:57:24.839Z","0","loo houxian","9","true",,,,"4 years ago",,"ChdDSUhNMG9nS0VJQ0FnSURDNXFhWDdnRRAB",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURDNXFhWDdnRRAB!2m1!1s0x0:0xad1b8d9aae9c9162!3m1!1s2@1:CIHM0ogKEICAgIDC5qaX7gE%7CCgwI9OG2-wUQkKTAkAM%7C?hl=en","111142904867998613679","https://lh3.googleusercontent.com/a-/ALV-UjWaPFEyManoEp_E2aq1DmAb82hhRQFlabwlRsC7xVn512BogA1tig=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/111142904867998613679?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Kinderland Preschool @ Loyang Point","4",,"2020-03-11T14:49:05.507Z","0","Davyd Lin","16","true",,,,"Edited 5 years ago",,"ChdDSUhNMG9nS0VJQ0FnSURnM0pDczBnRRAB",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURnM0pDczBnRRAB!2m1!1s0x0:0xad1b8d9aae9c9162!3m1!1s2@1:CIHM0ogKEICAgIDg3JCs0gE%7CCgwI4fSj8wUQiJD28QE%7C?hl=en","109607377127929756342","https://lh3.googleusercontent.com/a-/ALV-UjW_VAgorEQlEthOw_e4xxO3Eq4la25H2zEUiAYqzofP9eyHHF0jDg=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/109607377127929756342?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Kinderland Preschool @ Loyang Point","4",,"2019-03-11T02:00:39.290Z","0","Angle Moonlight","6","false",,,,"Edited 6 years ago",,"ChZDSUhNMG9nS0VJQ0FnSURvbUtfOEVBEAE",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURvbUtfOEVBEAE!2m1!1s0x0:0xad1b8d9aae9c9162!3m1!1s2@1:CIHM0ogKEICAgIDomK_8EA%7CCgwIx4KX5AUQmIuyigE%7C?hl=en","109393521605143112745","https://lh3.googleusercontent.com/a-/ALV-UjVE-_lNkS3woMdQaPM6AFDi7EzqnuTcb4ApCHdtM881EVvk6XKg=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/109393521605143112745?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Kinderland Preschool @ Loyang Point","5","after eating subway can go safra tampines play lan games","2018-10-03T05:48:19.331Z","0","thomas tan","23","false",,,"en","6 years ago",,"ChdDSUhNMG9nS0VJQ0FnSURBbllfdzFnRRAB",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURBbllfdzFnRRAB!2m1!1s0x0:0xad1b8d9aae9c9162!3m1!1s2@1:CIHM0ogKEICAgIDAnY_w1gE%7CCgwIo7DR3QUQsOSdngE%7C?hl=en","102035130200146506179","https://lh3.googleusercontent.com/a/ACg8ocIqN0tLuCrh4KFYdwkTqkf7AoSQpcAotj6f_kyliukEUGTtZA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/102035130200146506179?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Kinderland Preschool @ Loyang Point","2","Sad","2018-09-24T06:37:48.958Z","0","The Cainhurst Yharnam","26","true",,,"en","6 years ago",,"ChZDSUhNMG9nS0VJQ0FnSUN3dkwtZWFBEAE",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN3dkwtZWFBEAE!2m1!1s0x0:0xad1b8d9aae9c9162!3m1!1s2@1:CIHM0ogKEICAgICwvL-eaA%7CCgwIvIyi3QUQqLqIyQM%7C?hl=en","100914111820208820038","https://lh3.googleusercontent.com/a-/ALV-UjX0TuqGFm2dvBrwILKDKntlyEHYUSeqmDOVnTNmDz9A72jT6f_z=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/100914111820208820038?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Kinderland Preschool @ Loyang Point","3",,"2018-09-23T11:00:50.073Z","0","Cheng Kelvin","12","true",,,,"6 years ago",,"ChZDSUhNMG9nS0VJQ0FnSURBNE0zelh3EAE",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURBNE0zelh3EAE!2m1!1s0x0:0xad1b8d9aae9c9162!3m1!1s2@1:CIHM0ogKEICAgIDA4M3zXw%7CCgsI4uSd3QUQ2I-hIw%7C?hl=en","104600409725388853270","https://lh3.googleusercontent.com/a-/ALV-UjUfw1gF-AMGBPc7M1FFx6WL93nueeE_0DobAmH0PXyFKYjJU9jG=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/104600409725388853270?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Kinderland Preschool @ Loyang Point","4",,"2018-09-23T05:42:44.327Z","0","Cheng Kelvin","0","false",,,,"6 years ago",,"ChdDSUhNMG9nS0VJQ0FnSURRaWFtbnp3RRAB",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURRaWFtbnp3RRAB!2m1!1s0x0:0xad1b8d9aae9c9162!3m1!1s2@1:CIHM0ogKEICAgIDQiamnzwE%7CCgwI1M-c3QUQwLP6mwE%7C?hl=en","105786325787722606314","https://lh3.googleusercontent.com/a/ACg8ocI3Tmfz8lwLZBeeXEtp3KeHDM3uwSdqHqazx_APVj_uvqKRRw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/105786325787722606314?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Kinderland Preschool @ Loyang Point","2",,"2018-09-21T16:32:48.269Z","0","MatadorToro Smith","202","true",,,,"6 years ago",,"ChZDSUhNMG9nS0VJQ0FnSUNnNnJhbVV3EAE",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNnNnJhbVV3EAE!2m1!1s0x0:0xad1b8d9aae9c9162!3m1!1s2@1:CIHM0ogKEICAgICg6ramUw%7CCgwIsLqU3QUQ2LHMgAE%7C?hl=en","113438146470633102933","https://lh3.googleusercontent.com/a-/ALV-UjV4v8vV6u9Bkoa23PrBlrzlRECEYKz4MFxt7C_6ZM-w2iJ3Fwg=s1920-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/113438146470633102933?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Kinderland Preschool @ Loyang Point","1",,"2018-09-18T22:57:39.283Z","0","goon hock Seah","0","false",,,,"6 years ago",,"ChZDSUhNMG9nS0VJQ0FnSURReHBISU5nEAE",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURReHBISU5nEAE!2m1!1s0x0:0xad1b8d9aae9c9162!3m1!1s2@1:CIHM0ogKEICAgIDQxpHINg%7CCgwI44WG3QUQmKT9hgE%7C?hl=en","107098383765445577359","https://lh3.googleusercontent.com/a-/ALV-UjUsBrP2HMTCYsd9jByWTuCg3M5t-Kvw5SpWjuw0OFSlgSHD12U=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/107098383765445577359?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Kinderland Preschool @ Loyang Point","3",,"2018-09-18T12:52:04.283Z","0","tobiee","1","false",,,,"6 years ago",,"ChZDSUhNMG9nS0VJQ0FnSURRc1pHYUdnEAE",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURRc1pHYUdnEAE!2m1!1s0x0:0xad1b8d9aae9c9162!3m1!1s2@1:CIHM0ogKEICAgIDQsZGaGg%7CCgwI9OmD3QUQqNyuhwE%7C?hl=en","107207860498916492180","https://lh3.googleusercontent.com/a-/ALV-UjWYjFzce0acnNHvl4JldGx5X1K4FAVQliHgUHVkrOA94LmAYrip3w=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/107207860498916492180?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Kinderland Preschool @ Loyang Point","4","Great place","2018-09-18T12:31:17.762Z","0","ROSLAN MAHMOOD","153","true",,,"en","6 years ago",,"ChZDSUhNMG9nS0VJQ0FnSUN3MmNXVmFBEAE",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN3MmNXVmFBEAE!2m1!1s0x0:0xad1b8d9aae9c9162!3m1!1s2@1:CIHM0ogKEICAgICw2cWVaA%7CCgwIleCD3QUQkJrf6wI%7C?hl=en","115644470205450363804","https://lh3.googleusercontent.com/a-/ALV-UjWcFjfxWNzDLnhPH05oIjv-oTzfHcgPmagpTdeCPdwRJk9k5tAc=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/115644470205450363804?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Little Gryphons Montessori","5","If you're looking for a school where your child will develop both valuable academic and life skills while building meaningful friendships, and looking forward to going to school every morning, look no further.

My son has been attending Little Gryphons Montessori since he was 3 years old. He's now 6 and preparing to say goodbye to the school and the friends he's made over the years. Looking back, I can say for a fact that I have never once regretted enrolling him at Little Gryphons (LG).

This is a school rooted in strong values, with lots of warmth and plenty of heart. It offers a safe, nurturing environment where children are encouraged to become confident, independent individuals. The transformation is evident — children who once arrived shy and unsure gradually blossom into bright, curious, and expressive little people who aren’t afraid to ask questions or share their thoughts. This is a testament to the school’s thoughtful unstifling approach and the positive influence of its teachers.

The school itself is well-maintained and spotless, with high-quality, mostly wooden materials that provide a calm and enriching environment for the children. I'm especially fond of the spacious layout, which emphasizes togetherness.

The teaching staff are nothing short of exceptional — nurturing, patient, and kind. They succeed in the challenging feat of making learning enjoyable for today’s children. A notable sign of the positive culture at LG is its low teacher turnover — in three years, I recall only one teacher being replaced. That level of consistency and stability speaks volumes, and is crucial in the children's development.

A heartfelt thank you to:
- Teacher Jameema, for your genuine interest in the children, your unwavering care, kindness, and dedication;
- Teacher Jess for sparking a genuine interest in Mandarin among the kids;
- Teacher Letchimi, for your irresistible bubbliness and bright energy (never change! :-));
- Peh Laoshi for your sweet, calm demeanour;

And of course, a big shoutout to Jacqueline and Terrence for setting up such a wonderful school. Little Gryphons was everything I hoped for when I was searching for a place where Adrian could thrive. I couldn’t be more proud of the thoughtful, curious, and happy little man he’s become.

To the whole Team LG: Keep up the excellent work. You’re shaping young lives in the most beautiful way - we will miss you all dearly!

- Adrian","2025-08-06T15:16:01.882Z","0","Patrice Tze","17","true",,,"en","3 weeks ago",,"Ci9DQUlRQUNvZENodHljRjlvT2xwUFRuVnZObnAzZEhGdGRGRTNUMmhCUVROa09IYxAB","https://lh3.googleusercontent.com/geougc-cs/AB3l90Du2bjNjKZ1RdZ0XzZOfBpyaXOt2SVvR9jOIF1GPWGFk3dlA1OcWhu8jlzdjaaV6x3bskPmwG9_8JEwiDgjbt9A8EmSD6F2MY25LVPApFzc5aDtpXvCXA3MZe5Js1esXqLqM1PK5nycKqlr","https://lh3.googleusercontent.com/geougc-cs/AB3l90BpmgMG-fZXX9AkKICxSRRnGaTMKiwL9JFlsTtg8za8Ey8UtS5LCLbiFptgSbd9RdCFRv6HCtruaW1xULtN4vL3ZycXqUeeG0r5h5el8QFwx4sNpLg-VgnSP2lxHon9Vx-YKUhYxcuEMCM",,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xwUFRuVnZObnAzZEhGdGRGRTNUMmhCUVROa09IYxAB!2m1!1s0x0:0xe2d6e9a8ba8553e1!3m1!1s2@1:CAIQACodChtycF9oOlpPTnVvNnp3dHFtdFE3T2hBQTNkOHc%7C0cZr5lob2dt%7C?hl=en","109980798564122979765","https://lh3.googleusercontent.com/a/ACg8ocJ9D0JWQoTX7BZc1LUpA8FTymCCphDpIfZ3fx63d8HDOnRlaQ=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/109980798564122979765?hl=en",,,,,,,,,,,,,,,,,,,,,,,
