company_name,stars,text,review_date,category,is_spam,spam_reasons,word_count,char_count
National Cancer Centre Singapore,5,,2025-03-10T11:53:54.586Z,healthcare,True,Too few words (1 < 10); Too few characters (3 < 50),1,3
National Cancer Centre Singapore,4,,2025-02-11T00:32:40.587Z,healthcare,True,Too few words (1 < 10); Too few characters (3 < 50),1,3
National Cancer Centre Singapore,5,,2025-02-04T09:07:46.414Z,healthcare,True,Too few words (1 < 10); Too few characters (3 < 50),1,3
Tan Tock Seng Hospital,5,After care.. ..,2025-08-19T01:25:01.314Z,healthcare,True,Too few words (3 < 10); Too few characters (15 < 50); Repetitive content,3,15
Tan Tock Seng Hospital,1,"Our experience here was absolutely horrid. Was told that we can pick up the patient from day surgery around 8-10am the next day but the call only came at 12pm. When we arrived, they told us that he cannot be discharged?????? Then why did you call us?

3 of us came down, they said that there’s a limit of 2 visitors but we aren’t visitors are we? We’re here to pick him up and go. So nurse told one of us to go collect medicine first at L2 pharmacy.

At the pharmacy, registration told us that the doctor ordered duplicates - we were confused, what were we supposed to do with that information? Sat down and waited for more than 1 hour. The whole pharmacy cleared out already except for us. The counter staff kept looking over at us but not a single one asked for our queue number. Until I finally went to ask them and turns out they were waiting to ask the doctor WHY there was a duplicate. The doctor had them on hold for an hour and they didn’t tell us anything. This is so perplexing. I get that its protocol or wtv to confirm again but the lack of communication is crazy. People got their medications and were in and out of the place.",2025-07-24T06:24:26.507Z,healthcare,True,Excessive punctuation,219,1139
Institute of Mental Health,5,,2025-08-27T11:46:53.129Z,healthcare,True,Too few words (1 < 10); Too few characters (3 < 50),1,3
Institute of Mental Health,1,,2025-08-22T13:19:46.040Z,healthcare,True,Too few words (1 < 10); Too few characters (3 < 50),1,3
Institute of Mental Health,5,,2025-08-13T12:08:52.307Z,healthcare,True,Too few words (1 < 10); Too few characters (3 < 50),1,3
Institute of Mental Health,3,._.) uhhhh... Ping Pong?,2025-07-25T06:43:20.931Z,healthcare,True,Too few words (4 < 10); Too few characters (24 < 50),4,24
Institute of Mental Health,1,"A&E doctor, Dr Loong said only need 1 to 2 weeks to adjust medicine dosage. More than 3 weeks has passed, they are liars because still being retained in ward W32B & Dr Kenny Lim refused to commit on discharge date when queried. Finally sorta informed the discharge date but some miscommunication.

First night was horrible!!! More severe patients kept on moaning, groaning and screaming, causing always awake hourly looking at the clock. Second night also similar so not good sleep.

After shower, put Pureen powder on foot as it previously improved itchy condition. Yet nurse in grey maternity dress acts senior instructed not supposed to put on foot and to put on body. Stupid!! If it did Not improve itchy condition, why would I want to put on foot?!!

Nurses put priority in charging their own phones rather than mine.

Always being bullied with being the last choice of food and smallest share.",2025-07-24T12:33:13.542Z,healthcare,True,Excessive punctuation,154,899
Institute of Mental Health,1,,2025-07-15T10:08:53.647Z,healthcare,True,Too few words (1 < 10); Too few characters (3 < 50),1,3
Gleneagles Hospital,5,"Incredible caring staff, cleanliness and qualit",2025-08-20T09:15:17.886Z,healthcare,True,Too few words (6 < 10); Too few characters (47 < 50),6,47
Gleneagles Hospital,5,Test writing a review,2025-08-17T17:31:50.087Z,healthcare,True,Too few words (4 < 10); Too few characters (21 < 50),4,21
Gleneagles Hospital,5,,2025-08-15T01:41:28.680Z,healthcare,True,Too few words (1 < 10); Too few characters (3 < 50),1,3
Gleneagles Hospital,5,,2025-07-24T15:09:35.740Z,healthcare,True,Too few words (1 < 10); Too few characters (3 < 50),1,3
Gleneagles Hospital,1,,2025-06-18T08:42:55.120Z,healthcare,True,Too few words (1 < 10); Too few characters (3 < 50),1,3
Gleneagles Hospital,1,,2025-05-02T04:11:55.975Z,healthcare,True,Too few words (1 < 10); Too few characters (3 < 50),1,3
Mount Alvernia Hospital,1,在这边住院我感觉自己像罪犯，六人病房每天定时被要求拉开床帘，抽屉的东西还会未经同意被护士全拿出来放桌上，在这里住院完全没有隐私可言！感觉他们当病人是嫌犯而不是病人！另外，抽血检验时，护士竟然以抽太多血浪费的理由，把抽出来的血又打回去我身体了！我不知道这样的操作在新加坡是否正常！但在我的国家是不会允许这种操作的！不值得信赖的一家医院！,2025-08-19T23:35:25.238Z,healthcare,True,Too few words (1 < 10); Repetitive content,1,167
Mount Alvernia Hospital,5,非常感谢这两天对我爸爸的照顾，今天也是爸爸的生日，没想到出院前还给我爸爸过了一个难忘的生日！手术很顺利，服务也很好！向医生和天使护士们致敬，你们辛苦了！,2025-07-30T04:30:46.095Z,healthcare,True,Too few words (1 < 10); Repetitive content,1,76
Mount Alvernia Hospital,5,vary nce treat me like a king,2025-07-07T05:58:38.394Z,healthcare,True,Too few words (7 < 10); Too few characters (29 < 50),7,29
Sengkang General Hospital,5,,2025-08-16T02:19:09.623Z,healthcare,True,Too few words (1 < 10); Too few characters (3 < 50),1,3
Sengkang General Hospital,5,Good help rendered,2025-07-31T01:19:17.316Z,healthcare,True,Too few words (3 < 10); Too few characters (18 < 50); Repetitive content,3,18
Sengkang General Hospital,1,"I'm very disappointed @ their Emergency centre. The waiting time displayed was 2 hours max. However, tell me why even after 5 HOURS waiting in Acute Care, I'm still not attended to after blood test & 2 IV drips. I came @ around 5PM & walked out @ around 11PM. The nurses there are not attentive that my blood was even flowing down the tube when the last IV drip was done, it took another nurse from another section who passed by, to nudge one of them to do so. The nurse who did my blood test & IV drip wasn't around, probably changed shifts at that point of time. My throat already hurts as I keep feeling something @ my throat as if it were swelling/tightening & get nauseated easily when I open my mouth to yawn especially even after the IV drip. Keeping my hand raised & constantly looking for eye-contact with anyone of the nurses wasn't enough. After 5 hours of waiting I couldn't take it anymore & asked one of the male nurses, telling him I want to go home as it's been 5 hours of waiting & I haven't eaten or drank water THE WHOLE DAY because of my issue with swallowing, my mouth was very dry.  I could barely speak, it was very uncomfortable to get words out. Apparently patients have to inform nurses to leave as they need the tags, so tell me why, when I informed him, he just told me to wait some more for the doctor & that I can move to the waiting area OUTSIDE??? I insist on going home, they need to help me take out the needle but nope, I was ignored. As I turn to see a group of nurses at the entrance of Acute Care laughing about with one another, I could sense my panic attack coming & feel nauseated all over again. I looked at the clock @ around 11PM I got up & walked out of the hospital. Guess what? I did start to vomit & have a panic attack when I reached home, I went to private hospital instead. I haven't gone to SKH's Emergency before so I had expectations that they would be more efficient than CGH at least because it didn't look as crowded & my previous experiences of attending appointments @ SKH was good last year, 1 hour max. Why does the Emergency centre does not feel like an EMERGENCY at all? They only gave me a call at around 12AM & that was when I was vomiting & having a panic attack! I looked at my blood test record on HealthHub app & it says that they received it around 7PM & reported around 8PM. I understand that there were other patients to attend to, but 5 HOURS without food or water the whole day is really ridiculous & I keep seeing patients who came after me (have been attended to & ready to leave). I'm so disgusted that they didn't even adhere to my request to leave, I took out the tag & left it there, took out the needle at a private hospital. Thanks a lot to the group of nurses having a great time laughing @ 29/07/2025. I sat near the CCTV, not sure where the camera is facing but they can review themselves. Very disappointing, looks can be deceiving. If SKH looks less crowded than CGH? Doesn't mean you'll get attended to faster. Shame.",2025-07-30T01:13:07.883Z,healthcare,True,Excessive punctuation,580,3005
Sengkang General Hospital,1,A lot young and inexperienced doctor. Highly Not recommended.,2025-07-29T17:22:14.391Z,healthcare,True,Too few words (9 < 10),9,61
Sengkang General Hospital,1,they don't deserve a star. 0 will be better.,2025-07-29T09:44:45.891Z,healthcare,True,Too few words (9 < 10); Too few characters (44 < 50),9,44
Alexandra Hospital,2,almost everything here is ok. the only thing that throw me off was the safety here. my mum and i went to visit a patient in this hospital. as we proceed to the gate entrance to the wards ( the entrance gate is using either IC barcode or face recognition ) a family of three went out the gate as we entered the gate right after the face recognition approved. the door opens so wide and big that other people can actually enter. so scary as anyone can enter the wards if the door opens. hope they do something about the gates as it questions the safety of the people here especially the patients.,2025-07-23T12:51:32.955Z,healthcare,True,Promotional content detected,114,594
Alexandra Hospital,5,Long time no see,2025-07-10T09:02:25.502Z,healthcare,True,Too few words (4 < 10); Too few characters (16 < 50),4,16
Alexandra Hospital,1,,2025-06-18T03:27:00.327Z,healthcare,True,Too few words (1 < 10); Too few characters (3 < 50),1,3
Alexandra Hospital,1,"Now reading this hospital's low ratings and the complaints, i feel better knowing i was not being critical. There is a reason why this hospital has such a low rating and reputation

Below is an exchange of what the main issue was after i was admitted and discharged from alexandra hospital. A cyst in liver was found but doctor jeanette ting did not mention a thing during the bed visit. I only found out during discharge which sent me into a panic when i saw i have an appt with the hepatobiliary and an ultrasound scan. After going home i got an sms asking how was my experience with AH and thats what made me thought this hospital cares to know, how wrong i was!!!

i approached the customer service AH_feedback@nuhs.edu.sg but doctor jeanette ting insisted on speaking on the phone instead of answering the questions in the email. So there was this lady named Joyce Tan in ""Patient Experience Matters"" being the middle person to pass the email message from doctor jeanette ting (see below exchange). There is a serious lack of accountability, and when questioned, they avoid admitting mistakes, and even cut further communication. When i requested for this doctor not to attend to me in future admissions, the fake nice lady Joyce Tan from AH_feedback@nuhs.edu.sg (where PATIENT EXPERIENCE MATTERS) then says ""we will disengage further communication on this matter."", dismissing my experience like i made it all up.

Qn) why no mention of cyst in liver n the followup appt during bed visits? I only found out abt this when i saw discharge paper stating hepatobiliary appt in july, which left me shock n confused, no word was mentioned by MO nor main doctor during bed visits on 22apr after my ct scan on 21apr

Ans from DR) During the ward round on 22nd April 2025, team had noted CT urography showed a liver cyst and the plan was for an outpatient ultrasound liver followed by appointment with the hepatobiliary (HPB) surgeon. Ward MO was to inform you about this. However, you were given the discharge documents by ward nurse prior to MO informing you about the liver cyst and plans for HPB follow up. Prior to your discharge, ward MO spoke to you about the liver cyst seen on CT urogram and the plan for outpatient ultrasound liver and HPB follow up thereafter. Ward MO had addressed your queries and you had no further questions.

Ans from me) On the 22apr morning when MO dropped by before Dr Jeanette, no mention of liver cyst. When dr jeanette finally came by, there was only mention of kidney cyst which i SPECIFICALLY REM we had a bit of a discussion on it about the followup with urologist was for the kidney cyst. NOTHING was said abt liver cyst!! Around 230pm when i got the discharge letter the appointment list mentioned hepatobiliary appt thats when i asked nurse to check for me what that was about, MO came and admitted it slipped his mind. And dr jeanette also said nothing abt this too! I never want to question further on this overlook even though i feel it is grossly negligent to not inform me as a patient on the discovery , i could have raised question by the bed. So when I penned this feedback i decided to mention this because it seems more negligence were experienced after looking back I want to reiterate that MO ONLY told me AFTER I QUERIED on it, i am a patient not a doctor, it is not my duty to make sure doc share with me my test results if i am not aware of it. So when your reply on this qn appears like they addressed it with me i felt like there was no accountability on their part to acknowledge they did overlook.

Final reply from DR) Please note that we will not be revisiting questions that have already been addressed. We maintain that there has been no negligence on our part in your care. If you have any new concerns, please do not hesitate to reach out.",2025-05-09T08:37:58.185Z,healthcare,True,Excessive punctuation,688,3806
Alexandra Hospital,5,"Very friendly and caring staffs, nurses and doctors",2025-05-06T13:09:48.889Z,healthcare,True,Too few words (8 < 10),8,51
Alexandra Hospital,1,,2025-03-22T15:37:31.493Z,healthcare,True,Too few words (1 < 10); Too few characters (3 < 50),1,3
Ng Teng Fong General Hospital,4,,2025-08-22T02:05:16.680Z,healthcare,True,Too few words (1 < 10); Too few characters (3 < 50),1,3
Ng Teng Fong General Hospital,1,我今天做缝合伤口的手术 打了止痛药之后 没几分钟药劲过了 医生还要缝合三针 让我硬扛着,2025-08-20T17:27:33.479Z,healthcare,True,Too few words (5 < 10); Too few characters (43 < 50),5,43
Ng Teng Fong General Hospital,1,Crap management,2025-08-16T03:46:35.284Z,healthcare,True,Too few words (2 < 10); Too few characters (15 < 50); Repetitive content,2,15
Ng Teng Fong General Hospital,5,,2025-08-09T18:59:51.540Z,healthcare,True,Too few words (1 < 10); Too few characters (3 < 50),1,3
Ng Teng Fong General Hospital,1,,2025-08-05T03:36:48.337Z,healthcare,True,Too few words (1 < 10); Too few characters (3 < 50),1,3
Ng Teng Fong General Hospital,1,,2025-08-03T07:22:01.854Z,healthcare,True,Too few words (1 < 10); Too few characters (3 < 50),1,3
Ng Teng Fong General Hospital,1,带工人看工伤，可以等上比预约的时间多2-3小时，还有一次直接告诉门诊医生手术去了，早上10点的预约让等到下午1点，体验很不好！浪费很多时间！,2025-08-01T04:04:20.216Z,healthcare,True,Too few words (1 < 10); Repetitive content,1,70
Ng Teng Fong General Hospital,1,Christine from BHC is super rude and sarcastic,2025-07-29T09:30:12.834Z,healthcare,True,Too few words (8 < 10); Too few characters (46 < 50),8,46
Ng Teng Fong General Hospital,1,,2025-07-28T18:02:40.769Z,healthcare,True,Too few words (1 < 10); Too few characters (3 < 50),1,3
Khoo Teck Puat Hospital,5,,2025-08-14T01:58:41.689Z,healthcare,True,Too few words (1 < 10); Too few characters (3 < 50),1,3
Khoo Teck Puat Hospital,1,i want to give - 1 star,2025-08-06T06:44:32.917Z,healthcare,True,Too few words (7 < 10); Too few characters (23 < 50),7,23
Khoo Teck Puat Hospital,3,,2025-07-29T02:06:27.576Z,healthcare,True,Too few words (1 < 10); Too few characters (3 < 50),1,3
Khoo Teck Puat Hospital,1,,2025-07-25T15:12:39.563Z,healthcare,True,Too few words (1 < 10); Too few characters (3 < 50),1,3
Apex Clinic And Surgery - Jurong,5,"16/5/25
傍晚放工后去看医生,我发烧咳嗽伤风,很幸苦.
護士说号码到二十一号,我还是选择留下等待看医生.很快就轮到我,女医生很好很亲切,给的藥也很好,很快就好了.谢谢Apex Clinic Jurong West 的医生和護士,服务非常好,赞👍",2025-05-18T06:44:15.372Z,healthcare,True,Too few words (7 < 10),7,125
Apex Clinic And Surgery - Jurong,1,Always no Q number,2025-02-06T10:31:10.843Z,healthcare,True,Too few words (4 < 10); Too few characters (18 < 50),4,18
Apex Clinic And Surgery - Jurong,2,,2023-12-21T06:45:13.195Z,healthcare,True,Too few words (1 < 10); Too few characters (3 < 50),1,3
Apex Clinic And Surgery - Jurong,5,,2021-10-19T01:40:23.562Z,healthcare,True,Too few words (1 < 10); Too few characters (3 < 50),1,3
Apex Clinic And Surgery - Jurong,5,,2019-08-23T16:12:00.257Z,healthcare,True,Too few words (1 < 10); Too few characters (3 < 50),1,3
Apex Clinic And Surgery - Jurong,5,well verse in General Practitioner & also Psychiatry medicine,2018-04-15T06:53:07.129Z,healthcare,True,Too few words (9 < 10),9,61
Central 24-Hr Clinic (Jurong West / Pioneer North) - CHAS | GP Clinic | 24 小时 诊所,1,"Bad service , had a bad experience",2025-08-22T17:05:50.442Z,healthcare,True,Too few words (7 < 10); Too few characters (34 < 50),7,34
Central 24-Hr Clinic (Jurong West / Pioneer North) - CHAS | GP Clinic | 24 小时 诊所,1,,2025-08-12T14:29:19.585Z,healthcare,True,Too few words (1 < 10); Too few characters (3 < 50),1,3
Central 24-Hr Clinic (Jurong West / Pioneer North) - CHAS | GP Clinic | 24 小时 诊所,5,,2025-06-06T14:30:33.579Z,healthcare,True,Too few words (1 < 10); Too few characters (3 < 50),1,3
Central 24-Hr Clinic (Jurong West / Pioneer North) - CHAS | GP Clinic | 24 小时 诊所,1,Doctor not good,2025-06-06T12:55:11.821Z,healthcare,True,Too few words (3 < 10); Too few characters (15 < 50); Repetitive content,3,15
Central 24-Hr Clinic (Jurong West / Pioneer North) - CHAS | GP Clinic | 24 小时 诊所,5,等待看看医生的时间短，医生的态度和蔼可亲。,2025-05-29T13:20:52.783Z,healthcare,True,Too few words (1 < 10); Too few characters (21 < 50); Repetitive content,1,21
Central 24-Hr Clinic (Jurong West / Pioneer North) - CHAS | GP Clinic | 24 小时 诊所,5,"Good service
Good doctor 👍",2025-05-22T15:07:10.743Z,healthcare,True,Too few words (5 < 10); Too few characters (26 < 50); Repetitive content,5,26
