company_name,stars,text,review_date,category
Basic Military Training Centre,5,Today I going to Army camp Very nice place,2024-03-14T07:19:19.755Z,education
Basic Military Training Centre,1,,2024-03-05T21:25:10.957Z,education
Basic Military Training Centre,5,"Welcome to hell boys. Experience will differ from person to person, but it will either change your life or a waste of time.",2024-01-17T12:33:08.696Z,education
MindChamps PreSchool @ Pasir Ris,5,"Our son has been attending MindChamps Pasir Ris for the past two months, and our experience so far has been very positive. As a first-time mother who practiced full-time caregiving for the first 18 months, transitioning to preschool was a big step—not just for our son, but for us as well.

While he still cries at drop-off, he now verbalises that he enjoys school and adores his teachers. We’re especially grateful for Ms Banu, Gu Lao Shi, and Ms Pearlyn, who have shown great patience, care, and attentiveness. Their nurturing approach has made a meaningful impact, and we’ve noticed our son learning to respect both authority and his peers—something we truly appreciate.

The recent parent-teacher conference only reinforced our trust in the school. During the 45-minute session, Ms Pearlyn and Ms Banu took the time to understand our concerns and worked with us to brainstorm practical, thoughtful strategies tailored to our son's needs. It was clear they see him as an individual, and we felt genuinely supported as partners in his development.

The school itself is clean, very new, and well-maintained. We also appreciate the emphasis on sensory play and Chinese language exposure. A big plus: our son hasn’t fallen sick once since he started, which speaks volumes about the hygiene standards in place.

One small point of feedback would be the lighting—it tends to be on the cooler side, like in an office. We hope there might be a way to introduce warmer lighting in certain areas to create a cozier, more relaxed vibe.

Overall, we absolutely recommend MindChamps Pasir Ris. The teachers are dedicated, the environment is safe and enriching, and most importantly, our child is learning and growing in a space where he feels seen, supported, and secure.",2025-06-05T03:18:08.362Z,education
MindChamps PreSchool @ Pasir Ris,5,"We recently enrolled our child in the playgroup at the Pasir Ris Mall center, and it’s been such a positive experience so far. This is our child’s first time in any kind of school setting, so everything is new—for both the child and us as parents! The teachers have been incredibly patient, caring, and clearly take pride in what they do. They work so well as a team and create a warm, welcoming environment for all the children.

We really appreciate how they bring in extra support when needed and keep us updated on our child’s progress—it’s reassuring to know that they’re so attentive and proactive. I am writing this after just one week of school,  we can see our child slowly settling in and adjusting to the new routine, which brings us a lot of comfort.

Special thanks to Ms Banu and Ms Gu Lao Shi for their care and guidance, and to Ms Pearlyn and Ms Cheryl for being so helpful and welcoming. Grateful to have found a center like this!",2025-05-09T11:16:21.894Z,education
MindChamps PreSchool @ Pasir Ris,5,Love the activities planned for special occasion. Very thoughtful and well planned. Appreciate the effort that went into it thank u,2025-05-09T09:18:18.762Z,education
MindChamps PreSchool @ Pasir Ris,5,,2025-05-09T09:03:57.639Z,education
MindChamps PreSchool @ Pasir Ris,5,"My 21 month old daughter has recently started PG with Mind champs at Pasir Ris and had a great experience with the school. We actually enrolled her into another premium school previously but felt very uncomfortable with the school just after 2 days as we felt the teachers were “too busy” and too overwhelmed to care for her. It felt like she was just one of the numbers in the class. The experience left me and my husband very heartbroken as we were disappointed to see our precious child being neglected at school. However, the experience with Mind champs Pasir Ris mall was a total positive change. Ms Banu (English teacher) Gu Lao Shi (Chinese teacher ) and Ms Kwee Xin (music teacher) were extremely caring and dedicated. They made sure to help my daughter feel at ease, welcomed and gave her the necessary care and attention she needed, even helped to feed and try to finish her meals when she was not adept at using the spoon (the previous school wouldn’t bother and would just remove her food once the time was up if it wasn’t touched ) . We as parents feel blessed and grateful that we found this school under Mrs Koh and Ms Pearlyn’s leadership where they hire teachers who genuinely love children. Our daughter almost immediately loved her teachers and would even tell us that she wants to go to school just after 1 week of starting. Thank you to the team at Pasir Ris again!",2025-04-09T12:47:30.106Z,education
MindChamps PreSchool @ Pasir Ris,5,"My child recently started N1 at MindChamps Pasir Ris, and thanks to the wonderful support from Ms. Hidayah, Gu Lao Shi, and Ms. Joyce, he’s gradually adjusting to the new environment and daily routine. I like how the school has specialized teachers for movement, music, and reading, creating a well-rounded learning experience. The frequent opportunities for performances also can help build his confidence. I’ve noticed that many of the activities are interconnected, reinforcing concepts and ensuring that he’s learning in a meaningful way.",2024-10-04T09:55:20.360Z,education
MindChamps PreSchool @ Pasir Ris,5,"My gal just started her learning journey wid Mindchamps @ pasir Ris mall, surprisingly she cm back with a lot of smile and say wanna go everyday! Teachers are very helpful & responsible, highly recommend",2024-10-03T06:26:26.877Z,education
MindChamps PreSchool @ Pasir Ris,5,Fun and enriching curriculum. She likes the school !,2024-10-03T06:07:12.139Z,education
MindChamps PreSchool @ Pasir Ris,5,High quality school. You really get what you pay for. I have seen immediate progress in my daughter with just a few weeks with them. Looking forward to her further development.,2024-10-03T05:13:36.542Z,education
MindChamps PreSchool @ Pasir Ris,5,,2024-10-03T05:12:54.404Z,education
MindChamps PreSchool @ Pasir Ris,5,Positive and great energy in the school! Teachers are kind and helpful. Our kids love going to school and always excited ☺️,2024-10-03T05:04:59.453Z,education
MindChamps PreSchool @ Pasir Ris,5,Good and caring staff,2024-10-03T04:56:52.472Z,education
MindChamps PreSchool @ Pasir Ris,5,Experienced and dedicated teachers. My daughter really enjoyed herself in school and can't wait to go school everyday.,2024-10-03T04:45:14.168Z,education
MindChamps PreSchool @ Pasir Ris,5,Great  & fun schools with academic driven curriculum. The teachers are all fun loving and principal is very responsible / hands on! :),2024-10-03T04:41:14.175Z,education
MindChamps PreSchool @ Pasir Ris,5,Attended the road show at Pasir ris mall and my children enjoy the sand art. The staffs are patient with children too,2024-09-07T05:56:45.770Z,education
MindChamps PreSchool @ Pasir Ris,5,Good stuff,2024-09-01T05:55:58.329Z,education
MindChamps PreSchool @ Pasir Ris,5,"The road show is fun, happy to bring my kid here.",2024-09-01T05:23:01.543Z,education
MindChamps PreSchool @ Pasir Ris,5,"Nice experience with the staffs at the roadshow, keep up the good job.",2024-08-31T10:46:01.844Z,education
MindChamps PreSchool @ Pasir Ris,5,Very welcoming introduction to the center!,2024-08-31T10:21:07.215Z,education
MindChamps PreSchool @ Pasir Ris,5,Good facilities,2024-08-31T09:33:47.966Z,education
MindChamps PreSchool @ Pasir Ris,5,Really welcoming and friendly people at the roadshow!,2024-08-31T09:11:44.349Z,education
MindChamps PreSchool @ Pasir Ris,5,,2024-08-31T08:30:39.275Z,education
MindChamps PreSchool @ Pasir Ris,5,Great enrichment and school,2024-08-31T08:30:27.566Z,education
MindChamps PreSchool @ Pasir Ris,5,Engaging and friendly coordinators :) helps parents to learn more about mindchamps,2024-08-31T07:02:11.424Z,education
MindChamps PreSchool @ Pasir Ris,5,Nice roadshow and informational for kids education classes,2024-08-31T05:23:21.679Z,education
MindChamps PreSchool @ Pasir Ris,5,,2024-08-31T04:10:57.757Z,education
MindChamps PreSchool @ Pasir Ris,5,Absolutely convinced with Roger. He was very patient and listened to our concerns in regards to enrolling our toddler in nursery. We are excited to tour the school next year!,2024-08-30T11:45:52.589Z,education
MindChamps PreSchool @ Pasir Ris,5,Mindchamps has all rounded programme.,2024-08-30T09:00:11.369Z,education
MindChamps PreSchool @ Pasir Ris,5,Staff with excellent service. Well done. Im very happy.,2024-08-30T07:48:49.551Z,education
MindChamps PreSchool @ Pasir Ris,5,Great school for my children,2024-08-30T06:46:07.597Z,education
MindChamps Performing Arts PreSchool @ Changi Business Park,5,"Our family loves this preschool. They recently hosted a fantastic Chinese New Year celebration, inviting all parents to join in the festivities. It was such a joy to watch the children’s performance—they did such a great job! The event was filled with fun activities, including mini games and a lively Lou Sang, making it a truly interactive and memorable experience. The staff put in so much effort to make everything special, and we truly appreciate their dedication. It was a fun and meaningful afternoon for both kids and parents. Thank you for creating such a wonderful learning environment!",2025-02-14T07:19:29.366Z,education
MindChamps Performing Arts PreSchool @ Changi Business Park,5,"We had a tour of a couple of MindChamps centre, but ultimately settled for CBP. The centre is so well-run, organized, clean and they even recently renovated to ensure everything is new and up to the times. My 2 year old loves his teachers so much and they organize so many engaging activities with the parents. Definitely made the right choice in choosing this school.",2025-02-13T04:10:31.134Z,education
MindChamps Performing Arts PreSchool @ Changi Business Park,5,"Great pre-school, my daughter has huge development from introverted daughter to be outspoken child. She love going to school everyday and come back home with happiness and positive behaviour and mindset. Thanks for all teachers and passion to improve our daughter.",2025-02-13T03:06:00.641Z,education
MindChamps Performing Arts PreSchool @ Changi Business Park,5,It was fun during my attachments :),2024-11-14T07:18:58.098Z,education
MindChamps Performing Arts PreSchool @ Changi Business Park,5,"Very very good school for all the range until K2.
I was very happy and satisfied with the school, its environment and specifically with the teachers. My son was also very comfortables and even willing to go school over the weekends.
I recommend, one should choose MindChamps so it will be good base and milestone before kid go to Primary 😊",2024-11-06T09:43:18.477Z,education
MindChamps Performing Arts PreSchool @ Changi Business Park,5,"This preschool has been great for my kids—they like it a lot,  the teachers are very kind and the courses and activities are always fascinating.",2024-11-05T07:03:56.758Z,education
MindChamps Performing Arts PreSchool @ Changi Business Park,5,A nice preschool with experienced teachers,2024-09-27T13:40:40.694Z,education
MindChamps Performing Arts PreSchool @ Changi Business Park,5,Just attended Breakfast with Love - Fathers’ Day event. Grateful to enrolled this preschool for my daughter. Thankful for the passionate teachers and staffs.,2024-06-14T01:54:33.261Z,education
MindChamps Performing Arts PreSchool @ Changi Business Park,5,Teachers are passionate about what they do. My son is always so happy going to school. Great learning and outdoor environment 👍,2024-06-14T01:51:17.925Z,education
MindChamps Performing Arts PreSchool @ Changi Business Park,5,Thanks for the enjoyable Father’s Day breakfast,2024-06-14T01:21:24.812Z,education
MindChamps Performing Arts PreSchool @ Changi Business Park,5,"Was really impressed the very first time I set foot into here at Mindchamps Business Park. The environment was really conducive and the staff all portrayed professionalism in every aspect. The Teachers, Ms Anu and every staff here are always so assuring! Best decision in placing my child here!",2024-06-14T01:13:07.338Z,education
MindChamps Performing Arts PreSchool @ Changi Business Park,5,Excellent principle and teachers who really goes the extra miles to teach and guide my both daughters.,2024-06-14T01:08:22.499Z,education
MindChamps Performing Arts PreSchool @ Changi Business Park,5,"The teachers and staff are passionate and genuinely care about the well-being of each child. Both my daughter and son enjoy going to school on a daily basis, giving me a peace of mind to know that my kids are well taken care of and are learning and growing in a safe environment.",2024-06-14T01:00:55.730Z,education
MindChamps Performing Arts PreSchool @ Changi Business Park,5,,2024-06-14T00:57:42.245Z,education
MindChamps Performing Arts PreSchool @ Changi Business Park,5,,2024-06-14T00:26:56.395Z,education
MindChamps Performing Arts PreSchool @ Changi Business Park,5,"I couldn't be happier with the care my child receives at MindChamps CBP. The staff are incredibly nurturing and attentive, creating a warm and engaging environment. My child looks forward to attending each day and has shown remarkable development both socially and academically. Highly recommend this fantastic childcare!",2024-06-14T00:08:53.444Z,education
MindChamps Performing Arts PreSchool @ Changi Business Park,5,"I'm extremely thankful for the sincere support my son has received at Mindchamps Preschool. My son, diagnosed with high-functioning ASD, has been attending both Mindchamps Preschool and Mindchamps Allied Care since 2020. Ms. Anu and the teachers have been incredibly supportive on my son's educational journey. They have consistently supported his development and helped him maximize his strengths. They collaborate closely with the therapists, creating an inclusive environment for children with mild to moderate challenges. I am deeply grateful for their passion and dedication in assisting us.""",2023-11-01T08:11:03.175Z,education
MindChamps Performing Arts PreSchool @ Changi Business Park,5,"Completed my practicum for my diploma studies with MindChamps @ CBP. I initially planned to do my 3 practicums at different early childhood centres to gain more insight but after having gone through the first one with exceeding expectations, I decided to complete the other 2 with them as well.
I sincerely appreciated the working environment there as the Principal, Teachers and other staff were welcoming and I could approach them with ease to answer any questions I have. They were really supportive throughout my time there and guided me through, even offering assistance for my on-site evaluation if needed which I am really thankful for.
Apart from that, I could genuinely see the children enjoying their classes and time in school. The interactions between the teachers and students were really positive and respectful which contributed to the overall environment and atmosphere of the school which i really liked and enjoyed.",2023-10-30T00:12:55.763Z,education
MindChamps Performing Arts PreSchool @ Changi Business Park,5,"My son enjoys his time here. Teachers here are really dedicated, special mention to Erika!",2023-04-10T04:34:34.537Z,education
MindChamps Performing Arts PreSchool @ Changi Business Park,5,"My daughter was part of Mindchamps. She loved every day of school. Teachers and school environment is wonderful. Even after moving out she went back to meet all her teachers.

As a working mother, i dint have to worry about my daughter.Daily updates and pictures from school, keep us involved with them.

I would recommend Mindchamps to others parents. Thank you!",2023-04-04T08:27:47.867Z,education
MindChamps Performing Arts PreSchool @ Changi Business Park,5,Goods,2023-03-30T05:54:53.734Z,education
MindChamps Performing Arts PreSchool @ Changi Business Park,5,My daughter has been studying here for three years. The teachers are very friendly. They take care of the all children with very patience and kindness. I am very grateful that my daughter can learn and grow up here happily.  Highly recommend!,2023-03-27T10:47:43.401Z,education
MindChamps Performing Arts PreSchool @ Changi Business Park,5,"Most trusted preschool for my kids’ education and well-being for coming to a decade now. Quality teachers who are passionate, energetic and patient. Easy communication with the teachers with frequent updates and photos posted via the Mindchamps App. Kids are well-equipped with skills for entering primary school.

Love that the school compound has its own outdoor playgrounds (yes, they have 2!), tricycle track and water play area. Also enjoy that the school corridor has natural light streaming in.

Highly recommended.",2023-03-27T09:54:58.489Z,education
MindChamps Performing Arts PreSchool @ Changi Business Park,5,"An oasis located in the heart of a business park filled with dedicated teachers, friendly school staff and happy children! I would highly recommend to any parent who wants their children to be well taken care of, well learned and well mannered!",2023-03-15T12:52:54.604Z,education
MindChamps Performing Arts PreSchool @ Changi Business Park,4,"My children are in N2 and K2 this year, and they love going to preschool everyday. Their teachers are dedicated and passionate in nurturing young children, always putting their interests first. The reading & writing module has been well executed, building strong literacy foundation since PG. Teacher-parent communication is constantly ongoing, principal-parent feedback is always available. Generally a strong team of educators in this preschool. Great outdoor space for play and learning, indoor space is however rather limited. Looking forward to more milestones with the team of teachers teaching my children.",2023-03-09T15:17:17.535Z,education
